VISHAY NTC RT Calculation
The NTC R/T Calculator tool may be used to determine certain capabilities of Vishay NTC thermistors."Utilizing data provided by the user," the tool can generate standard R/T tables for such thermistors. TheNTC R/T Calculator tool is provided solely on an "AS IS" and "AS AVAILABLE" basis for the convenience"of Vishay customers, and without any warranties or representations of any kind, express or implied," all"of which are hereby expressly disclaimed. Any information, computations," or results generated by the"tool, or otherwise available from or through the csv or pdf files," is provided and utilized at your owndiscretion and risk. Vishay does not assume any responsibility or liability resulting from your use of  the"tool or any such information, computations, or results," and shall have none."The foregoing is in addition to, and not in limitations of," the disclaimer below:Vishay disclaimer https://www.vishay.com/doc?91000"For technical questions or inquiries," contact: nlr@vishay.com or thermistor1@vishay.comOrdering Code,,NTCALUG02A103G
B(25/85) [K],,3984
R at 25 deg C [ohm],,10000, B(0/100) [K],,3954
R25 Tol [%],,2, B(25/50) [K],,3939
B Tol [%],,0.5, B(25/75) [K],,undefined
,,, B(25/100) [K],,4001
RT=R25*EXP(A+B/(T+273.15)+C/(T+273.15)^2+D/(T+273.15)^3)
T,< 25 deg C,>= 25 deg C
A,-14.65719769,-14.65719769
B,4798.84200000,4798.84200000
C,-115334.00000000,-115334.00000000
D,-3730535.00000000,-3730535.00000000

T=1/(A1+B1*LN(RT/R25)+C1*LN(RT/R25)^2+D1*LN(RT/R25)^3)-273.15
T,< 25 deg C,>= 25 deg C
A1,0.003354016434680530000,0.003354016434680530000
B1,0.000256523550896126000,0.000256523550896126000
C1,0.000002605970120720520,0.000002605970120720520
D1,0.000000063292612648746,0.000000063292612648746

T [celsius], Rnom [ohms], Rmin [ohms], Rmax [ohms], delta R/R [+-%], delta T [+- celsius], alpha [%/K]
"-55","953773.55","910862.0","996685.1","4.50","0.61","-7.37"
"-54.9","946774.67","904218.4","989330.9","4.49","0.61","-7.36"
"-54.8","939832.11","897628.0","982036.2","4.49","0.61","-7.36"
"-54.7","932945.37","891090.2","974800.5","4.49","0.61","-7.35"
"-54.6","926113.98","884604.7","967623.2","4.48","0.61","-7.35"
"-54.5","919337.45","878171.0","960503.9","4.48","0.61","-7.34"
"-54.4","912615.31","871788.7","953441.9","4.47","0.61","-7.34"
"-54.3","905947.07","865457.2","946436.9","4.47","0.61","-7.33"
"-54.2","899332.28","859176.2","939488.4","4.47","0.61","-7.33"
"-54.1","892770.47","852945.2","932595.8","4.46","0.61","-7.32"
"-54","886261.17","846763.8","925758.6","4.46","0.61","-7.32"
"-53.9","879803.94","840631.5","918976.4","4.45","0.61","-7.31"
"-53.8","873398.32","834548.0","912248.6","4.45","0.61","-7.30"
"-53.7","867043.87","828512.8","905574.9","4.44","0.61","-7.30"
"-53.6","860740.15","822525.5","898954.8","4.44","0.61","-7.29"
"-53.5","854486.70","816585.7","892387.7","4.44","0.61","-7.29"
"-53.4","848283.11","810693.0","885873.2","4.43","0.61","-7.28"
"-53.3","842128.94","804846.9","879410.9","4.43","0.61","-7.28"
"-53.2","836023.76","799047.2","873000.3","4.42","0.61","-7.27"
"-53.1","829967.16","793293.3","866641.0","4.42","0.61","-7.27"
"-53","823958.70","787584.9","860332.5","4.41","0.61","-7.26"
"-52.9","817997.98","781921.6","854074.4","4.41","0.61","-7.26"
"-52.8","812084.59","776303.0","847866.2","4.41","0.61","-7.25"
"-52.7","806218.12","770728.7","841707.5","4.40","0.61","-7.25"
"-52.6","800398.17","765198.4","835597.9","4.40","0.61","-7.24"
"-52.5","794624.33","759711.7","829537.0","4.39","0.61","-7.24"
"-52.4","788896.21","754268.1","823524.3","4.39","0.61","-7.23"
"-52.3","783213.42","748867.4","817559.4","4.39","0.61","-7.23"
"-52.2","777575.57","743509.2","811641.9","4.38","0.61","-7.22"
"-52.1","771982.28","738193.1","805771.5","4.38","0.61","-7.22"
"-52","766433.16","732918.7","799947.6","4.37","0.61","-7.21"
"-51.9","760927.83","727685.7","794170.0","4.37","0.61","-7.21"
"-51.8","755465.92","722493.7","788438.1","4.36","0.61","-7.20"
"-51.7","750047.06","717342.5","782751.7","4.36","0.61","-7.20"
"-51.6","744670.89","712231.6","777110.2","4.36","0.61","-7.19"
"-51.5","739337.03","707160.6","771513.4","4.35","0.61","-7.19"
"-51.4","734045.12","702129.4","765960.9","4.35","0.61","-7.18"
"-51.3","728794.81","697137.5","760452.2","4.34","0.60","-7.18"
"-51.2","723585.75","692184.5","754987.0","4.34","0.61","-7.17"
"-51.1","718417.58","687270.2","749564.9","4.34","0.60","-7.17"
"-51","713289.96","682394.3","744185.6","4.33","0.60","-7.16"
"-50.9","708202.53","677556.4","738848.7","4.33","0.60","-7.16"
"-50.8","703154.96","672756.2","733553.8","4.32","0.60","-7.15"
"-50.7","698146.91","667993.3","728300.5","4.32","0.60","-7.15"
"-50.6","693178.04","663267.5","723088.6","4.31","0.60","-7.14"
"-50.5","688248.03","658578.4","717917.6","4.31","0.60","-7.14"
"-50.4","683356.54","653925.8","712787.3","4.31","0.60","-7.13"
"-50.3","678503.24","649309.3","707697.2","4.30","0.60","-7.12"
"-50.2","673687.82","644728.6","702647.0","4.30","0.60","-7.12"
"-50.1","668909.94","640183.4","697636.4","4.29","0.60","-7.11"
"-50","664169.31","635673.5","692665.1","4.29","0.60","-7.11"
"-49.9","659465.59","631198.5","687732.7","4.29","0.60","-7.10"
"-49.8","654798.48","626758.1","682838.8","4.28","0.60","-7.10"
"-49.7","650167.66","622352.1","677983.2","4.28","0.60","-7.09"
"-49.6","645572.84","617980.1","673165.6","4.27","0.60","-7.09"
"-49.5","641013.71","613641.9","668385.5","4.27","0.60","-7.08"
"-49.4","636489.97","609337.2","663642.8","4.27","0.60","-7.08"
"-49.3","632001.32","605065.6","658937.0","4.26","0.60","-7.07"
"-49.2","627547.46","600827.0","654267.9","4.26","0.60","-7.07"
"-49.1","623128.10","596621.1","649635.1","4.25","0.60","-7.06"
"-49","618742.96","592447.5","645038.4","4.25","0.60","-7.06"
"-48.9","614391.74","588306.0","640477.4","4.25","0.60","-7.05"
"-48.8","610074.17","584196.4","635951.9","4.24","0.60","-7.05"
"-48.7","605789.95","580118.4","631461.5","4.24","0.60","-7.04"
"-48.6","601538.81","576071.6","627006.0","4.23","0.60","-7.04"
"-48.5","597320.47","572055.9","622585.0","4.23","0.60","-7.03"
"-48.4","593134.66","568071.0","618198.3","4.23","0.60","-7.03"
"-48.3","588981.10","564116.7","613845.5","4.22","0.60","-7.02"
"-48.2","584859.53","560192.6","609526.5","4.22","0.60","-7.02"
"-48.1","580769.68","556298.5","605240.8","4.21","0.60","-7.01"
"-48","576711.28","552434.3","600988.3","4.21","0.60","-7.01"
"-47.9","572684.07","548599.5","596768.6","4.21","0.60","-7.01"
"-47.8","568687.79","544794.1","592581.5","4.20","0.60","-7.00"
"-47.7","564722.18","541017.7","588426.7","4.20","0.60","-7.00"
"-47.6","560786.99","537270.1","584303.9","4.19","0.60","-6.99"
"-47.5","556881.96","533551.0","580212.9","4.19","0.60","-6.99"
"-47.4","553006.85","529860.3","576153.4","4.19","0.60","-6.98"
"-47.3","549161.40","526197.7","572125.1","4.18","0.60","-6.98"
"-47.2","545345.37","522563.0","568127.8","4.18","0.60","-6.97"
"-47.1","541558.51","518955.9","564161.2","4.17","0.60","-6.97"
"-47","537800.58","515376.2","560225.0","4.17","0.60","-6.96"
"-46.9","534071.35","511823.6","556319.1","4.17","0.60","-6.96"
